iso3,country,disaggregation,disagg.value,region,subregion,section,diarrhea_zinc_2005,diarrhea_zinc_2006,diarrhea_zinc_2007,diarrhea_zinc_2008,diarrhea_zinc_2009,diarrhea_zinc_2010,diarrhea_zinc_2011,diarrhea_zinc_2012,diarrhea_zinc_2013,diarrhea_zinc_2014,diarrhea_zinc_2015,diarrhea_zinc_2016,diarrhea_zinc_2017,diarrhea_zinc_2018,diarrhea_zinc_2019,diarrhea_zinc_2020,vit_a_2000,vit_a_2001,vit_a_2002,vit_a_2003,vit_a_2004,vit_a_2005,vit_a_2006,vit_a_2007,vit_a_2008,vit_a_2009,vit_a_2010,vit_a_2011,vit_a_2012,vit_a_2013,vit_a_2014,vit_a_2015,vit_a_2016,vit_a_2017,vit_a_2018,iron_supp_2004,iron_supp_2005,iron_supp_2006,iron_supp_2007,iron_supp_2008,iron_supp_2009,iron_supp_2010,iron_supp_2011,iron_supp_2012,iron_supp_2013,iron_supp_2014,iron_supp_2015,iron_supp_2016,iron_supp_2017,iron_supp_2018,iron_supp_2019,iron_tablets_2000,iron_tablets_2001,iron_tablets_2002,iron_tablets_2003,iron_tablets_2004,iron_tablets_2005,iron_tablets_2006,iron_tablets_2007,iron_tablets_2008,iron_tablets_2009,iron_tablets_2010,iron_tablets_2011,iron_tablets_2012,iron_tablets_2013,iron_tablets_2014,iron_tablets_2015,iron_tablets_2016,iron_tablets_2017,iron_tablets_2018,iron_tablets_2019,iodised_salt_2000,iodised_salt_2001,iodised_salt_2002,iodised_salt_2003,iodised_salt_2004,iodised_salt_2005,iodised_salt_2006,iodised_salt_2007,iodised_salt_2008,iodised_salt_2009,iodised_salt_2010,iodised_salt_2011,iodised_salt_2012,iodised_salt_2013,iodised_salt_2014,iodised_salt_2015,iodised_salt_2016,iodised_salt_2017,iodised_salt_2018
LSO,Lesotho,wealth,Middle,Africa,Southern Africa,,,,,,,,,,,1.8,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,,,,,44.1,,,,,72.8,,,,,,75.1,,,,92.68,,,,,92.63,,,,,86.82,,,,
LSO,Lesotho,wealth,Second highest,Africa,Southern Africa,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8,,,,,48.8,,,,,77.2,,,,,,87.07,,,,97.58,,,,,96.27,,,,,93.6,,,,
LSO,Lesotho,wealth,Second lowest,Africa,Southern Africa,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,,,,,43,,,,,70.4,,,,,,58.85,,,,87.5,,,,,88.91,,,,,80.35,,,,
MAR,Morocco,education,Higher,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,education,None,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,education,Primary,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,education,Secondary,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,location,Rural,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,,,23.9,,,,,,,,,,,,
MAR,Morocco,location,Urban,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2,,,,,,,,,,,,,,,,,,,,,,,53.9,,,,,,,,,,,,
MAR,Morocco,mothers_age,20-34,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,mothers_age,35-49,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,mothers_age,Under 20,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,sex,Female,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,sex,Male,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,total,Total,Africa,Northern Africa,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89,99,,,,,,,,,,,,,,,,,,,,,38.3,,,,,,,,,,,,,,,,,,,,,,,43.3,,,,,,,,,,,,
MAR,Morocco,wealth,Highest,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6,,,,,,,,,,,,,,,,,,,,,,,60.6,,,,,,,,,,,,
MAR,Morocco,wealth,Lowest,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,,,,,
MAR,Morocco,wealth,Middle,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,,,,,,,,,,,,,,,,,,,,,,,44.3,,,,,,,,,,,,
MAR,Morocco,wealth,Second highest,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7,,,,,,,,,,,,,,,,,,,,,,,54.5,,,,,,,,,,,,
MAR,Morocco,wealth,Second lowest,Africa,Northern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,
MDA,Republic of Moldova,education,Higher,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,Republic of Moldova,education,None,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,Republic of Moldova,education,Primary,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,Republic of Moldova,education,Secondary,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,Republic of Moldova,location,Rural,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3,,,,,,,,,,,,,,,78.1,,,,,48.94,,,,,,,46.98,,,,,,
MDA,Republic of Moldova,location,Urban,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2,,,,,,,,,,,,,,,79.68,,,,,77.41,,,,,,,76.08,,,,,,
MDA,Republic of Moldova,mothers_age,20-34,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,Republic of Moldova,mothers_age,35-49,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,Republic of Moldova,mothers_age,Under 20,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,Republic of Moldova,sex,Female,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.12,,,,,60.11,,,,,,,57.11,,,,,,
MDA,Republic of Moldova,sex,Male,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.49,,,,,60.37,,,,,,,58.49,,,,,,
MDA,Republic of Moldova,total,Total,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9,,,,,,,,,,,,,,,78.77,,,,,60.29,,,,,,,57.99,,,,,,
MDA,Republic of Moldova,wealth,Highest,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,,,,,,,,,,,,,,,79.13,,,,,85.97,,,,,,,83.55,,,,,,
MDA,Republic of Moldova,wealth,Lowest,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,,,,,,,,,,,,,,,80.69,,,,,36.98,,,,,,,35.51,,,,,,
MDA,Republic of Moldova,wealth,Middle,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.4,,,,,,,,,,,,,,,76.08,,,,,58.47,,,,,,,58.78,,,,,,
MDA,Republic of Moldova,wealth,Second highest,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3,,,,,,,,,,,,,,,77.29,,,,,75.27,,,,,,,72.19,,,,,,
MDA,Republic of Moldova,wealth,Second lowest,Europe,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,,,,,,,,,,,,,,,80.64,,,,,47.56,,,,,,,49.17,,,,,,
MDG,Madagascar,education,Higher,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,71.5,,,,,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,Madagascar,education,None,Africa,Eastern Africa,,,,,,1,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,19.3,,,,,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,Madagascar,education,Primary,Africa,Eastern Africa,,,,,,1.4,,,,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,32.1,,,,,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,Madagascar,education,Secondary,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,45.7,,,,,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,Madagascar,education,Secondary or higher,Africa,Eastern Africa,,,,,,1.8,,,,,,,,,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,Madagascar,location,Rural,Africa,Eastern Africa,,,,,,2.6,,,,,,,,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,29.5,,,,,57,,,,,,,,,,,,70.21,,,,68.82,,,,,65.7,,,,,,,,,
MDG,Madagascar,location,Urban,Africa,Eastern Africa,,,,,,1.1,,,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,43.5,,,,,71.9,,,,,,,,,,,,85.99,,,,80.17,,,,,83.29,,,,,,,,,
MDG,Madagascar,mothers_age,20-34,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,,,,,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,Madagascar,mothers_age,35-49,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,,,,,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,Madagascar,mothers_age,Under 20,Africa,Eastern Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,,,,,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,Madagascar,sex,Female,Africa,Eastern Africa,,,,,,0.5,,,,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.21,,,,71.62,,,,,66.91,,,,,,,,,
MDG,Madagascar,sex,Male,Africa,Eastern Africa,,,,,,2.1,,,,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.04,,,,71.35,,,,,68.8,,,,,,,,,
MDG,Madagascar,total,Total,Africa,Eastern Africa,,,,,,1.4,,,,,,,,,10.6,,,38,55,-,84,87,97,96,99,97,95,95,91,88,94,99,97,97,87,96,,,,,3.8,,,,,,,,,,,,,,,32.3,,,,,58.9,,,,,,,,,,,,76.65,,,,71.41,,,,,68.38,,,,,,,,,
MDG,Madagascar,wealth,Highest,Africa,Eastern Africa,,,,,,2.3,,,,,,,,,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,52,,,,,77.8,,,,,,,,,,,,92.98,,,,92.97,,,,,84.15,,,,,,,,,
MDG,Madagascar,wealth,Lowest,Africa,Eastern Africa,,,,,,1.5,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,22.9,,,,,44.9,,,,,,,,,,,,77.18,,,,57.3,,,,,45.15,,,,,,,,,
MDG,Madagascar,wealth,Middle,Africa,Eastern Africa,,,,,,3,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,29.9,,,,,59.1,,,,,,,,,,,,75.37,,,,65.96,,,,,70.53,,,,,,,,,
MDG,Madagascar,wealth,Second highest,Africa,Eastern Africa,,,,,,0.4,,,,,,,,,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,38.7,,,,,65.8,,,,,,,,,,,,77.17,,,,81.07,,,,,76.06,,,,,,,,,
MDG,Madagascar,wealth,Second lowest,Africa,Eastern Africa,,,,,,,,,,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,23.5,,,,,53.3,,,,,,,,,,,,60.59,,,,53.69,,,,,63.36,,,,,,,,,
MDV,Maldives,education,Higher,Asia,Southern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,education,None,Asia,Southern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,68.6,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,education,Primary,Asia,Southern Asia,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5,,,,,,,90.7,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,education,Secondary,Asia,Southern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.1,,,,,,,89.8,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,education,Secondary or higher,Asia,Southern Asia,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,location,Rural,Asia,Southern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.5,,,,,,,87.8,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,location,Urban,Asia,Southern Asia,,,,,,2.4,,,,,,,,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.7,,,,,,,96.9,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,mothers_age,20-34,Asia,Southern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8,,,,,,,91.1,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,mothers_age,35-49,Asia,Southern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6,,,,,,,91.6,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,mothers_age,Under 20,Asia,Southern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5,,,,,,,86.8,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,sex,Female,Asia,Southern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,sex,Male,Asia,Southern Asia,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,total,Total,Asia,Southern Asia,,,,,,1.8,,,,,,,,48.3,,,,-,-,-,-,-,-,32,50,-,47,-,-,-,76,-,79,-,69,,,,,,,,,,,,,,,,,,,,,,,,,,,87.2,,,,,,,91,,,,,,,,,,,,96.7,,,,,,,,,,
MDV,Maldives,wealth,Highest,Asia,Southern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,,,,,,,97.5,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,wealth,Lowest,Asia,Southern Asia,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.1,,,,,,,88.8,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,wealth,Middle,Asia,Southern Asia,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9,,,,,,,86.9,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,wealth,Second highest,Asia,Southern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,95.1,,,,,,,,,,,,,,,,,,,,,,
MDV,Maldives,wealth,Second lowest,Asia,Southern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1,,,,,,,88.7,,,,,,,,,,,,,,,,,,,,,,
MEX,Mexico,education,None,Latin America and the Caribbean,Central America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,Mexico,education,Primary,Latin America and the Caribbean,Central America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,Mexico,education,Secondary or higher,Latin America and the Caribbean,Central America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,Mexico,location,Rural,Latin America and the Caribbean,Central America,,,,,,,,,,,,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,Mexico,location,Urban,Latin America and the Caribbean,Central America,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,Mexico,sex,Female,Latin America and the Caribbean,Central America,,,,,,,,,,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,Mexico,sex,Male,Latin America and the Caribbean,Central America,,,,,,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,Mexico,total,Total,Latin America and the Caribbean,Central America,,,,,,,,,,,,10.8,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,Mexico,wealth,Highest,Latin America and the Caribbean,Central America,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,Mexico,wealth,Lowest,Latin America and the Caribbean,Central America,,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,Mexico,wealth,Middle,Latin America and the Caribbean,Central America,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,Mexico,wealth,Second highest,Latin America and the Caribbean,Central America,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,Mexico,wealth,Second lowest,Latin America and the Caribbean,Central America,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,Marshall Islands,total,Total,Oceania,Micronesia,,,,,,,,,,,,,,,,,,-,32,-,23,24,6,41,39,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,Mali,education,Higher,Africa,Western Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,,,,,,22.5,,,72.8,,,,,98,,,,,,98.8,,,,,,98.8,,,,,,,,,,,,,,,,,,,,
MLI,Mali,education,None,Africa,Western Africa,,,,,,,,,2.1,,,8,,,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3,,,,,,20.4,,,31.2,,,,,57.4,,,,,,64.5,,,,,,73.1,,,,,,,,,,,,,,,,,,,,
MLI,Mali,education,Primary,Africa,Western Africa,,,,,,,,,1.5,,,13.6,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,,,,,,23.6,,,44.1,,,,,75.5,,,,,,79.3,,,,,,85.6,,,,,,,,,,,,,,,,,,,,
MLI,Mali,education,Secondary,Africa,Western Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,,,,,,23.2,,,69.1,,,,,84.1,,,,,,86.9,,,,,,93.7,,,,,,,,,,,,,,,,,,,,
MLI,Mali,education,Secondary or higher,Africa,Western Africa,,,,,,,1,,2.9,,,8.1,,,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLI,Mali,location,Rural,Africa,Western Africa,,,,,,,,,2.8,,,9.5,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,,,,,,22.1,,,28.3,,,,,55.6,,,,,,63.6,,,,,,75,,,65.94,,,,,87.24,,,,80.9,,,,,89.89,,,
MLI,Mali,location,Urban,Africa,Western Africa,,,,,,,,,2,,,8.9,,,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,17.6,,,53.8,,,,,73.6,,,,,,84.3,,,,,,89.1,,,73.08,,,,,84,,,,81.4,,,,,91.74,,,
MLI,Mali,mothers_age,20-34,Africa,Western Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,,,,,61.3,,,,,,68.6,,,,,,78.9,,,,,,,,,,,,,,,,,,,,
MLI,Mali,mothers_age,35-49,Africa,Western Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7,,,,,60.4,,,,,,65.9,,,,,,73.2,,,,,,,,,,,,,,,,,,,,
MLI,Mali,mothers_age,Under 20,Africa,Western Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3,,,,,59.4,,,,,,66.9,,,,,,79.7,,,,,,,,,,,,,,,,,,,,
MLI,Mali,sex,Female,Africa,Western Africa,,,,,,,,,2.9,,,8.5,,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,,68.94,,,,,84.63,,,,78.75,,,,,87.61,,,
MLI,Mali,sex,Male,Africa,Western Africa,,,,,,,,,1.5,,,9.4,,,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,,,,,20.4,,,,,,,,,,,,,,,,,,,,,,,67.54,,,,,86.48,,,,81.33,,,,,90.58,,,
