iso3,country,disaggregation,disagg.value,region,subregion,section,adolescent_obesity_2000,adolescent_obesity_2001,adolescent_obesity_2002,adolescent_obesity_2003,adolescent_obesity_2004,adolescent_obesity_2005,adolescent_obesity_2006,adolescent_obesity_2007,adolescent_obesity_2008,adolescent_obesity_2009,adolescent_obesity_2010,adolescent_obesity_2011,adolescent_obesity_2012,adolescent_obesity_2013,adolescent_obesity_2014,adolescent_obesity_2015,adolescent_obesity_2016,adolescent_obesity_2019,adolescent_overweight_2000,adolescent_overweight_2001,adolescent_overweight_2002,adolescent_overweight_2003,adolescent_overweight_2004,adolescent_overweight_2005,adolescent_overweight_2006,adolescent_overweight_2007,adolescent_overweight_2008,adolescent_overweight_2009,adolescent_overweight_2010,adolescent_overweight_2011,adolescent_overweight_2012,adolescent_overweight_2013,adolescent_overweight_2014,adolescent_overweight_2015,adolescent_overweight_2016,adolescent_overweight_2019,adolescent_thinness_2000,adolescent_thinness_2001,adolescent_thinness_2002,adolescent_thinness_2003,adolescent_thinness_2004,adolescent_thinness_2005,adolescent_thinness_2006,adolescent_thinness_2007,adolescent_thinness_2008,adolescent_thinness_2009,adolescent_thinness_2010,adolescent_thinness_2011,adolescent_thinness_2012,adolescent_thinness_2013,adolescent_thinness_2014,adolescent_thinness_2015,adolescent_thinness_2016,adolescent_thinness_2019
LBR,Liberia,sex,Boys,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.37,0.39,0.41,0.44,0.47,0.51,0.55,0.6,0.65,0.7,0.76,0.82,0.89,0.97,1.05,1.14,1.24,,2.87,2.97,3.09,3.23,3.38,3.55,3.73,3.92,4.11,4.32,4.53,4.75,4.98,5.23,5.49,5.76,6.06,,13.2,13.01,12.8,12.58,12.34,12.08,11.81,11.54,11.26,10.97,10.7,10.42,10.16,9.9,9.65,9.42,9.2,
LBR,Liberia,sex,Boys Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,6.06,7.08,,,,,,,,,,,,,,,,,9.2,8.58
LBR,Liberia,sex,Girls,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,1.08,1.13,1.18,1.25,1.32,1.4,1.48,1.57,1.65,1.74,1.83,1.93,2.03,2.13,2.25,2.37,2.49,,8.64,8.86,9.12,9.41,9.72,10.05,10.39,10.74,11.09,11.45,11.82,12.19,12.57,12.95,13.35,13.76,14.17,,5.27,5.17,5.05,4.93,4.81,4.68,4.55,4.42,4.3,4.18,4.06,3.95,3.84,3.74,3.65,3.57,3.49,
LBR,Liberia,sex,Girls Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.94,,,,,,,,,,,,,,,,,14.17,15.56,,,,,,,,,,,,,,,,,3.49,3.28
LBY,Libya,sex,Boys,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,8.91,9.28,9.66,10.05,10.45,10.85,11.26,11.66,12.07,12.48,12.88,13.29,13.7,14.12,14.54,14.97,15.4,,22.76,23.41,24.06,24.72,25.39,26.06,26.73,27.4,28.07,28.74,29.41,30.08,30.76,31.44,32.12,32.81,33.5,,7.27,7.19,7.12,7.06,6.99,6.94,6.89,6.85,6.81,6.77,6.73,6.7,6.66,6.63,6.6,6.58,6.57,
LBY,Libya,sex,Boys Projection,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,16.79,,,,,,,,,,,,,,,,,33.5,35.68,,,,,,,,,,,,,,,,,6.57,6.53
LBY,Libya,sex,Girls,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,8.24,8.53,8.82,9.12,9.41,9.72,10.02,10.33,10.63,10.95,11.26,11.59,11.91,12.25,12.59,12.94,13.3,,24.89,25.32,25.75,26.17,26.58,26.98,27.38,27.78,28.16,28.55,28.94,29.33,29.73,30.12,30.52,30.93,31.34,,3.99,3.98,3.98,3.98,3.99,4.01,4.04,4.08,4.13,4.18,4.24,4.31,4.38,4.45,4.53,4.62,4.71,
LBY,Libya,sex,Girls Projection,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,14.42,,,,,,,,,,,,,,,,,31.34,32.65,,,,,,,,,,,,,,,,,4.71,5
LCA,Saint Lucia,sex,Boys,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,3.31,3.54,3.76,4,4.23,4.48,4.73,4.99,5.27,5.56,5.87,6.23,6.62,7.05,7.52,8.03,8.58,,11.06,11.61,12.16,12.71,13.27,13.83,14.42,15.02,15.66,16.32,17.02,17.79,18.63,19.54,20.51,21.53,22.61,,5.26,5.2,5.13,5.07,5.01,4.95,4.9,4.85,4.8,4.76,4.72,4.67,4.62,4.58,4.53,4.49,4.45,
LCA,Saint Lucia,sex,Boys Projection,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,9.98,,,,,,,,,,,,,,,,,22.61,25.36,,,,,,,,,,,,,,,,,4.45,4.41
LCA,Saint Lucia,sex,Girls,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,3.62,3.86,4.11,4.36,4.62,4.89,5.16,5.45,5.76,6.08,6.43,6.81,7.23,7.69,8.18,8.7,9.25,,14.17,14.7,15.22,15.75,16.27,16.8,17.34,17.9,18.48,19.08,19.71,20.41,21.16,21.96,22.81,23.7,24.62,,3.87,3.86,3.85,3.85,3.85,3.86,3.88,3.9,3.92,3.95,3.98,4.01,4.04,4.06,4.09,4.12,4.15,
LCA,Saint Lucia,sex,Girls Projection,Latin America and the Caribbean,Caribbean,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,10.71,,,,,,,,,,,,,,,,,24.62,26.97,,,,,,,,,,,,,,,,,4.15,4.32
LKA,Sri Lanka,sex,Boys,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,1.06,1.17,1.3,1.44,1.6,1.77,1.96,2.16,2.38,2.62,2.89,3.18,3.49,3.83,4.2,4.6,5.03,,3.93,4.27,4.64,5.04,5.47,5.94,6.44,6.98,7.56,8.18,8.85,9.57,10.33,11.14,12.01,12.93,13.9,,18.42,18.37,18.31,18.25,18.17,18.09,18,17.9,17.79,17.68,17.55,17.41,17.26,17.1,16.94,16.78,16.61,
LKA,Sri Lanka,sex,Boys Projection,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,6.46,,,,,,,,,,,,,,,,,13.9,17.03,,,,,,,,,,,,,,,,,16.61,16.07
LKA,Sri Lanka,sex,Girls,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,0.78,0.88,0.99,1.11,1.25,1.4,1.57,1.76,1.96,2.18,2.42,2.68,2.97,3.29,3.63,4.01,4.42,,4.03,4.32,4.62,4.95,5.3,5.67,6.07,6.49,6.94,7.41,7.92,8.46,9.04,9.65,10.3,10.99,11.73,,12.42,12.51,12.58,12.66,12.73,12.8,12.87,12.94,13.01,13.07,13.13,13.19,13.24,13.29,13.33,13.38,13.42,
LKA,Sri Lanka,sex,Girls Projection,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,5.81,,,,,,,,,,,,,,,,,11.73,14.11,,,,,,,,,,,,,,,,,13.42,13.49
LSO,Lesotho,sex,Boys,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,0.11,0.13,0.16,0.19,0.22,0.26,0.31,0.36,0.43,0.5,0.58,0.67,0.78,0.9,1.04,1.19,1.37,,1.34,1.49,1.65,1.83,2.02,2.24,2.48,2.73,3.01,3.31,3.64,3.99,4.36,4.77,5.21,5.68,6.19,,18.34,17.8,17.22,16.62,16.01,15.38,14.75,14.12,13.49,12.88,12.29,11.71,11.15,10.61,10.1,9.61,9.15,
LSO,Lesotho,sex,Boys Projection,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,6.19,8.08,,,,,,,,,,,,,,,,,9.15,7.85
LSO,Lesotho,sex,Girls,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,1.33,1.54,1.78,2.05,2.36,2.7,3.07,3.48,3.92,4.4,4.92,5.46,6.04,6.66,7.31,7.99,8.71,,8.16,8.85,9.59,10.38,11.23,12.13,13.08,14.08,15.12,16.2,17.32,18.47,19.65,20.87,22.11,23.38,24.68,,5.3,5,4.7,4.41,4.12,3.83,3.56,3.31,3.06,2.84,2.62,2.42,2.24,2.07,1.91,1.77,1.64,
LSO,Lesotho,sex,Girls Projection,Africa,Southern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.19,,,,,,,,,,,,,,,,,24.68,28.95,,,,,,,,,,,,,,,,,1.64,1.31
LTU,Lithuania,sex,Boys,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,4.4,4.58,4.78,4.98,5.19,5.42,5.65,5.9,6.16,6.44,6.73,7.03,7.34,7.67,8.01,8.37,8.76,,15.53,15.89,16.26,16.65,17.05,17.47,17.9,18.35,18.82,19.31,19.82,20.34,20.87,21.42,21.99,22.58,23.19,,3.37,3.32,3.27,3.22,3.16,3.11,3.06,3,2.95,2.9,2.85,2.8,2.76,2.72,2.68,2.65,2.63,
LTU,Lithuania,sex,Boys Projection,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,9.95,,,,,,,,,,,,,,,,,23.19,25.06,,,,,,,,,,,,,,,,,2.63,2.57
LTU,Lithuania,sex,Girls,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,2.9,2.98,3.07,3.16,3.25,3.34,3.44,3.55,3.66,3.77,3.89,4.02,4.15,4.29,4.44,4.6,4.77,,12.87,13.11,13.36,13.62,13.89,14.16,14.45,14.74,15.05,15.36,15.69,16.02,16.36,16.71,17.08,17.46,17.85,,3.59,3.51,3.43,3.35,3.28,3.21,3.15,3.08,3.03,2.97,2.92,2.87,2.83,2.79,2.75,2.72,2.7,
LTU,Lithuania,sex,Girls Projection,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,5.32,,,,,,,,,,,,,,,,,17.85,19.06,,,,,,,,,,,,,,,,,2.7,2.64
LUX,Luxembourg,sex,Boys,Europe,Western Europe,Child and adolescent (aged 5-19) nutrition status,7.7,7.88,8.06,8.24,8.41,8.59,8.77,8.95,9.13,9.31,9.49,9.66,9.84,10.01,10.2,10.38,10.57,,24.86,25.16,25.46,25.74,26,26.25,26.49,26.7,26.91,27.09,27.27,27.43,27.58,27.73,27.87,28.02,28.16,,1.12,1.11,1.1,1.09,1.09,1.08,1.08,1.07,1.08,1.08,1.08,1.09,1.1,1.11,1.13,1.15,1.17,
LUX,Luxembourg,sex,Boys Projection,Europe,Western Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,28.16,28.86,,,,,,,,,,,,,,,,,1.17,1.23
LUX,Luxembourg,sex,Girls,Europe,Western Europe,Child and adolescent (aged 5-19) nutrition status,4.81,4.9,4.99,5.08,5.17,5.25,5.34,5.43,5.51,5.6,5.69,5.78,5.87,5.96,6.06,6.15,6.26,,22.33,22.52,22.71,22.88,23.04,23.19,23.33,23.46,23.58,23.69,23.8,23.91,24.01,24.1,24.2,24.29,24.39,,0.87,0.86,0.85,0.83,0.82,0.81,0.8,0.79,0.78,0.77,0.76,0.75,0.74,0.74,0.73,0.73,0.73,
LUX,Luxembourg,sex,Girls Projection,Europe,Western Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,6.64,,,,,,,,,,,,,,,,,24.39,24.85,,,,,,,,,,,,,,,,,0.73,0.74
LVA,Latvia,sex,Boys,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,4.52,4.7,4.89,5.09,5.31,5.54,5.77,6.02,6.28,6.55,6.83,7.12,7.43,7.75,8.08,8.43,8.8,,16.32,16.68,17.07,17.47,17.89,18.33,18.79,19.26,19.75,20.25,20.77,21.3,21.84,22.4,22.98,23.58,24.19,,2.88,2.83,2.79,2.74,2.69,2.64,2.59,2.54,2.49,2.45,2.4,2.36,2.33,2.29,2.27,2.24,2.22,
LVA,Latvia,sex,Boys Projection,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,9.93,,,,,,,,,,,,,,,,,24.19,26.06,,,,,,,,,,,,,,,,,2.22,2.18
LVA,Latvia,sex,Girls,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,2.98,3.05,3.14,3.23,3.32,3.42,3.52,3.63,3.75,3.87,3.99,4.12,4.26,4.41,4.57,4.73,4.91,,13.25,13.48,13.73,13.99,14.27,14.55,14.85,15.15,15.46,15.78,16.11,16.45,16.8,17.16,17.54,17.93,18.34,,2.9,2.83,2.76,2.7,2.63,2.57,2.52,2.46,2.41,2.36,2.32,2.28,2.25,2.22,2.19,2.17,2.15,
LVA,Latvia,sex,Girls Projection,Europe,Northern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,5.48,,,,,,,,,,,,,,,,,18.34,19.57,,,,,,,,,,,,,,,,,2.15,2.1
MAR,Morocco,sex,Boys,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,4.39,4.7,5.01,5.34,5.67,6.01,6.35,6.71,7.08,7.46,7.84,8.23,8.63,9.04,9.46,9.89,10.34,,14.51,15.22,15.94,16.66,17.4,18.14,18.89,19.66,20.44,21.22,22.02,22.83,23.64,24.45,25.28,26.11,26.96,,8.94,8.82,8.71,8.61,8.51,8.42,8.33,8.26,8.18,8.1,8.03,7.95,7.88,7.81,7.75,7.7,7.65,
MAR,Morocco,sex,Boys Projection,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.83,,,,,,,,,,,,,,,,,26.96,29.75,,,,,,,,,,,,,,,,,7.65,7.49
MAR,Morocco,sex,Girls,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,4.22,4.5,4.79,5.09,5.4,5.72,6.04,6.38,6.74,7.1,7.47,7.85,8.24,8.65,9.06,9.48,9.92,,17.62,18.21,18.79,19.37,19.94,20.51,21.09,21.67,22.26,22.84,23.44,24.04,24.64,25.25,25.86,26.48,27.1,,4.49,4.46,4.44,4.43,4.43,4.44,4.46,4.48,4.52,4.55,4.6,4.65,4.7,4.76,4.82,4.89,4.96,
MAR,Morocco,sex,Girls Projection,Africa,Northern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.38,,,,,,,,,,,,,,,,,27.1,29.19,,,,,,,,,,,,,,,,,4.96,5.16
MDA,Republic of Moldova,sex,Boys,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,2.01,2.13,2.25,2.38,2.52,2.66,2.82,2.98,3.15,3.33,3.52,3.73,3.95,4.19,4.45,4.73,5.02,,10.77,11.16,11.56,11.98,12.42,12.87,13.35,13.85,14.36,14.9,15.45,16.03,16.64,17.27,17.92,18.6,19.31,,3.57,3.5,3.44,3.37,3.3,3.23,3.17,3.1,3.04,2.97,2.91,2.86,2.8,2.75,2.7,2.66,2.63,
MDA,Republic of Moldova,sex,Boys Projection,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,5.95,,,,,,,,,,,,,,,,,19.31,21.45,,,,,,,,,,,,,,,,,2.63,2.54
MDA,Republic of Moldova,sex,Girls,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,1.4,1.47,1.55,1.62,1.71,1.79,1.88,1.98,2.08,2.19,2.31,2.43,2.56,2.71,2.86,3.02,3.2,,9.23,9.51,9.81,10.12,10.45,10.78,11.13,11.49,11.86,12.25,12.65,13.06,13.5,13.94,14.41,14.89,15.39,,3.91,3.82,3.73,3.64,3.56,3.48,3.41,3.34,3.27,3.21,3.15,3.1,3.05,3,2.96,2.92,2.89,
MDA,Republic of Moldova,sex,Girls Projection,Europe,Eastern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,3.77,,,,,,,,,,,,,,,,,15.39,16.93,,,,,,,,,,,,,,,,,2.89,2.82
MDG,Madagascar,sex,Boys,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,0.35,0.39,0.44,0.49,0.54,0.6,0.67,0.75,0.83,0.92,1.02,1.13,1.25,1.38,1.53,1.69,1.86,,2.93,3.14,3.35,3.58,3.81,4.06,4.31,4.59,4.88,5.18,5.5,5.84,6.2,6.58,6.99,7.41,7.86,,11.15,10.99,10.82,10.67,10.51,10.36,10.21,10.06,9.91,9.77,9.63,9.49,9.35,9.21,9.08,8.95,8.84,
MDG,Madagascar,sex,Boys Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.51,,,,,,,,,,,,,,,,,7.86,9.45,,,,,,,,,,,,,,,,,8.84,8.52
MDG,Madagascar,sex,Girls,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,0.37,0.41,0.45,0.49,0.54,0.6,0.66,0.73,0.8,0.88,0.96,1.06,1.16,1.27,1.39,1.52,1.66,,6.7,7.04,7.38,7.73,8.09,8.46,8.85,9.24,9.65,10.08,10.52,10.97,11.44,11.92,12.41,12.92,13.45,,6.17,6.1,6.03,5.96,5.89,5.83,5.77,5.71,5.65,5.59,5.54,5.49,5.44,5.39,5.35,5.31,5.28,
MDG,Madagascar,sex,Girls Projection,Africa,Eastern Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,2.18,,,,,,,,,,,,,,,,,13.45,15.22,,,,,,,,,,,,,,,,,5.28,5.2
MDV,Maldives,sex,Boys,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,1.87,2.09,2.34,2.62,2.93,3.28,3.66,4.08,4.54,5.03,5.55,6.1,6.69,7.3,7.94,8.6,9.3,,5.17,5.65,6.19,6.79,7.45,8.18,8.96,9.8,10.69,11.64,12.65,13.69,14.78,15.9,17.05,18.24,19.46,,16.94,16.84,16.72,16.58,16.43,16.27,16.09,15.91,15.72,15.52,15.32,15.11,14.9,14.69,14.48,14.27,14.07,
MDV,Maldives,sex,Boys Projection,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.76,,,,,,,,,,,,,,,,,19.46,23.76,,,,,,,,,,,,,,,,,14.07,13.33
MDV,Maldives,sex,Girls,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,0.93,1.05,1.19,1.35,1.53,1.73,1.95,2.2,2.46,2.75,3.06,3.39,3.74,4.11,4.51,4.92,5.35,,4.81,5.17,5.56,5.98,6.44,6.94,7.46,8.02,8.61,9.22,9.87,10.53,11.22,11.93,12.66,13.41,14.18,,12.49,12.56,12.63,12.69,12.74,12.79,12.84,12.89,12.93,12.98,13.02,13.06,13.1,13.13,13.17,13.21,13.25,
MDV,Maldives,sex,Girls Projection,Asia,Southern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,7.03,,,,,,,,,,,,,,,,,14.18,17.06,,,,,,,,,,,,,,,,,13.25,13.24
MEX,Mexico,sex,Boys,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,10.04,10.44,10.85,11.27,11.69,12.12,12.55,12.98,13.41,13.84,14.27,14.69,15.11,15.52,15.95,16.37,16.8,,26.53,27.19,27.84,28.48,29.11,29.73,30.34,30.94,31.53,32.1,32.66,33.2,33.74,34.26,34.78,35.3,35.81,,2.12,2.08,2.04,2,1.96,1.92,1.89,1.85,1.82,1.78,1.75,1.72,1.7,1.67,1.65,1.64,1.62,
MEX,Mexico,sex,Boys Projection,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,18.22,,,,,,,,,,,,,,,,,35.81,37.62,,,,,,,,,,,,,,,,,1.62,1.57
MEX,Mexico,sex,Girls,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,7.96,8.27,8.59,8.9,9.2,9.51,9.82,10.12,10.43,10.73,11.03,11.33,11.64,11.94,12.24,12.54,12.85,,26.91,27.48,28.04,28.59,29.13,29.66,30.19,30.71,31.22,31.73,32.23,32.73,33.23,33.72,34.21,34.7,35.19,,1.89,1.84,1.8,1.75,1.71,1.68,1.64,1.61,1.58,1.55,1.53,1.5,1.48,1.46,1.44,1.43,1.42,
MEX,Mexico,sex,Girls Projection,Latin America and the Caribbean,Central America,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,,,,,,,,,35.19,36.82,,,,,,,,,,,,,,,,,1.42,1.38
MHL,Marshall Islands,sex,Boys,Oceania,Micronesia,Child and adolescent (aged 5-19) nutrition status,11.54,12.25,13,13.78,14.58,15.42,16.28,17.17,18.08,19.01,19.96,20.92,21.89,22.86,23.84,24.82,25.79,,37.77,38.84,39.93,41.02,42.13,43.24,44.35,45.46,46.58,47.68,48.79,49.88,50.97,52.05,53.12,54.17,55.21,,0.26,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,
MHL,Marshall Islands,sex,Boys Projection,Oceania,Micronesia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,28.69,,,,,,,,,,,,,,,,,55.21,58.35,,,,,,,,,,,,,,,,,0.21,0.22
MHL,Marshall Islands,sex,Girls,Oceania,Micronesia,Child and adolescent (aged 5-19) nutrition status,16.3,17,17.71,18.43,19.16,19.89,20.62,21.34,22.06,22.79,23.5,24.22,24.93,25.64,26.34,27.04,27.73,,49.69,50.66,51.62,52.57,53.51,54.44,55.35,56.25,57.12,57.98,58.82,59.65,60.47,61.27,62.06,62.83,63.59,,0.11,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,
MHL,Marshall Islands,sex,Girls Projection,Oceania,Micronesia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,29.85,,,,,,,,,,,,,,,,,63.59,65.9,,,,,,,,,,,,,,,,,0.07,0.07
MKD,North Macedonia,sex,Boys,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,5.38,5.68,5.99,6.31,6.64,6.99,7.36,7.74,8.15,8.57,9.01,9.47,9.95,10.46,10.99,11.54,12.11,,18.34,18.95,19.56,20.2,20.85,21.53,22.23,22.97,23.74,24.53,25.35,26.21,27.09,27.99,28.92,29.88,30.85,,3.04,2.98,2.93,2.88,2.82,2.76,2.71,2.64,2.58,2.52,2.45,2.39,2.33,2.27,2.21,2.16,2.12,
MKD,North Macedonia,sex,Boys Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,13.8,,,,,,,,,,,,,,,,,30.85,33.66,,,,,,,,,,,,,,,,,2.12,2.01
MKD,North Macedonia,sex,Girls,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,2.7,2.85,3.02,3.19,3.37,3.56,3.77,3.98,4.21,4.45,4.7,4.97,5.25,5.54,5.86,6.19,6.53,,12.6,12.98,13.38,13.79,14.22,14.67,15.14,15.63,16.14,16.66,17.21,17.78,18.37,18.98,19.61,20.26,20.93,,2.68,2.64,2.6,2.56,2.52,2.49,2.45,2.42,2.38,2.35,2.32,2.29,2.26,2.24,2.22,2.2,2.19,
MKD,North Macedonia,sex,Girls Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,7.62,,,,,,,,,,,,,,,,,20.93,22.96,,,,,,,,,,,,,,,,,2.19,2.16
MLI,Mali,sex,Boys,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,0.21,0.23,0.26,0.3,0.33,0.37,0.42,0.47,0.53,0.59,0.66,0.74,0.82,0.92,1.02,1.14,1.27,,2.1,2.27,2.46,2.67,2.89,3.12,3.36,3.62,3.9,4.19,4.49,4.82,5.16,5.51,5.89,6.29,6.72,,15.54,15.27,15,14.71,14.42,14.12,13.81,13.49,13.17,12.84,12.52,12.2,11.88,11.58,11.28,11,10.73,
MLI,Mali,sex,Boys Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,,,6.72,8.27,,,,,,,,,,,,,,,,,10.73,9.96
MLI,Mali,sex,Girls,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,1.07,1.18,1.31,1.44,1.57,1.72,1.87,2.03,2.2,2.37,2.54,2.73,2.92,3.11,3.32,3.54,3.76,,6.92,7.32,7.74,8.17,8.62,9.08,9.54,10.02,10.5,10.99,11.48,11.98,12.49,13,13.53,14.06,14.6,,6.43,6.28,6.12,5.97,5.82,5.66,5.51,5.36,5.22,5.09,4.96,4.83,4.72,4.61,4.5,4.4,4.32,
MLI,Mali,sex,Girls Projection,Africa,Western Africa,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,4.62,,,,,,,,,,,,,,,,,14.6,16.56,,,,,,,,,,,,,,,,,4.32,4.05
MLT,Malta,sex,Boys,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,13.42,13.65,13.88,14.09,14.3,14.49,14.67,14.84,15,15.15,15.29,15.43,15.56,15.68,15.81,15.93,16.07,,37.01,37.34,37.65,37.95,38.22,38.46,38.69,38.89,39.07,39.24,39.39,39.52,39.64,39.76,39.87,39.97,40.08,,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.83,0.83,0.84,0.85,0.86,0.87,0.89,0.9,0.92,0.95,
MLT,Malta,sex,Boys Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,16.6,,,,,,,,,,,,,,,,,40.08,40.64,,,,,,,,,,,,,,,,,0.95,1.02
MLT,Malta,sex,Girls,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,9.5,9.66,9.81,9.95,10.09,10.22,10.34,10.45,10.55,10.65,10.74,10.83,10.92,11,11.09,11.18,11.27,,31.04,31.32,31.58,31.82,32.06,32.28,32.48,32.66,32.84,33,33.15,33.3,33.43,33.57,33.7,33.84,33.98,,0.67,0.66,0.66,0.65,0.65,0.64,0.64,0.64,0.64,0.63,0.63,0.64,0.64,0.64,0.65,0.65,0.66,
MLT,Malta,sex,Girls Projection,Europe,Southern Europe,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,11.67,,,,,,,,,,,,,,,,,33.98,34.55,,,,,,,,,,,,,,,,,0.66,0.7
MMR,Myanmar,sex,Boys,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,1.13,1.25,1.39,1.54,1.71,1.89,2.08,2.3,2.53,2.78,3.05,3.35,3.67,4.02,4.4,4.8,5.22,,4,4.34,4.71,5.1,5.53,5.98,6.47,6.99,7.54,8.13,8.76,9.44,10.15,10.91,11.7,12.54,13.42,,17.02,16.95,16.88,16.8,16.71,16.62,16.53,16.43,16.33,16.22,16.11,15.98,15.86,15.73,15.6,15.46,15.34,
MMR,Myanmar,sex,Boys Projection,Asia,South-eastern Asia,Child and adolescent (aged 5-19) nutrition status,,,,,,,,,,,,,,,,,,6.69,,,,,,,,,,,,,,,,,13.42,16.37,,,,,,,,,,,,,,,,,15.34,14.89
